start_time,mean_CPU_usage,canonical_mem_usage,assigned_mem_usage,unmapped_page_cache_mem_usage,total_page_cache_mem_usage,max_mem_usage,mean_disk_IO_time,mean_local_disk_space_used,max_CPU_usage,max_disk_IO_time,CPI,MAI,sampled_CPU_usage,nr_of_tasks,scheduling_class
15000000000.0,0.002706,0.13574,0.1512399999999999,0.0009050999999999,0.0016343999999999,0.13574,1.3352e-05,0.0003739,0.02668,0.0012151,4.743,0.014296,0.0,2,3
15300000000.0,0.002548,0.13574,0.1512399999999999,0.0009146,0.0016451,0.13574,9.537e-06,0.0003739,0.02926,0.0012141,4.759,0.014071,0.0,2,3
15600000000.0,0.002451,0.13574,0.1512399999999999,0.0009251,0.0016549,0.1358599999999999,7.628999999999999e-06,0.0003739,0.0308699999999999,0.0007144,4.57,0.013835,0.0,2,3
15900000000.0,0.002264,0.13574,0.1512399999999999,0.0009336,0.0016628,0.13574,8.582999999999999e-06,0.0003748,0.02228,0.001214,4.476,0.013194,0.0,2,3
16200000000.0,0.002144,0.13574,0.1512399999999999,0.0009394,0.0016697,0.13574,1.3351e-05,0.0003748,0.02824,0.0017858,4.91,0.01533,0.0,2,3
16500000000.0,0.002371,0.13574,0.1512399999999999,0.000947,0.0016766,0.13574,2.0031e-05,0.0003748,0.04355,0.0031446,4.7010000000000005,0.014105,0.0,2,3
16800000000.0,0.00235,0.13574,0.1512399999999999,0.0009575,0.0016883,0.13574,1.049e-05,0.0003748,0.0302889999999999,0.0018578,4.654999999999999,0.014079,0.0,2,3
17100000000.0,0.00247,0.13574,0.1512399999999999,0.0009679,0.0016981,0.13574,7.63e-06,0.0003748,0.03249,0.0009994,4.708,0.0138859999999999,0.0,2,3
17400000000.0,0.002367,0.13574,0.1512399999999999,0.0009775,0.0017078,0.13574,8.582999999999999e-06,0.0003748,0.0225,0.0011426,4.923,0.0155579999999999,0.0,2,3
17700000000.0,0.00233,0.13574,0.1512399999999999,0.0009861,0.0017167,0.13574,7.628999999999999e-06,0.0003748,0.022583,0.0007859,4.654,0.014294,0.0,2,3
18000000000.0,0.002525,0.13574,0.1512399999999999,0.00099,0.0017198,0.13574,1.3351e-05,0.0003748,0.04562,0.0019296,4.853,0.01491,0.0,2,3
18300000000.0,0.002562,0.13574,0.1512399999999999,0.0009976,0.0017277,0.13574,8.582999999999999e-06,0.0003748,0.0246289999999999,0.0009995,4.337,0.0126229999999999,0.0,2,3
18600000000.0,0.002548,0.13574,0.1512399999999999,0.0010033,0.0017337,0.13574,7.628999999999999e-06,0.0003748,0.02848,0.0012860999999999,4.54,0.0133789999999999,0.0,2,3
18900000000.0,0.002718,0.13574,0.1512399999999999,0.0010128,0.0017425,0.13574,1.1444e-05,0.0003748,0.03967,0.0019283999999999,4.679,0.0136,0.0,2,3
19200000000.0,0.002741,0.13574,0.1512399999999999,0.0010195,0.0017504999999999,0.13574,6.676e-06,0.0003748,0.04675,0.0005713,4.981,0.0146629999999999,0.0,2,3
19500000000.0,0.002476,0.13574,0.1512399999999999,0.0010260999999999,0.0017564,0.13574,1.1444e-05,0.0003748,0.02253,0.0012860999999999,4.598,0.013456,0.0,2,3
19800000000.0,0.002367,0.13574,0.1512399999999999,0.0010347,0.0017653,0.13574,5.722e-06,0.0003748,0.0233,0.00021463,4.697,0.014099,0.0,2,3
20100000000.0,0.002564,0.13574,0.1512399999999999,0.0010433999999999,0.0017741,0.13574,1.8118e-05,0.0003748,0.02447,0.0019987,4.337,0.012297,0.0,2,3
20400000000.0,0.00259,0.13574,0.1512399999999999,0.0010471,0.00178,0.13574,1.7171e-05,0.0003748,0.0286999999999999,0.0019987,4.604,0.013748,0.0,2,3
20700000000.0,0.002816,0.13574,0.1512399999999999,0.00105,0.0017808999999999,0.13574,1.3351e-05,0.0003748,0.04705,0.0013562,4.224,0.012088,0.0,2,3
21000000000.0,0.0027429999999999,0.13574,0.1512399999999999,0.0010576,0.0017878,0.13574,9.536e-06,0.0003748,0.023694,0.0014291,4.893,0.01457,0.0,2,3
21300000000.0,0.0026639999999999,0.13574,0.1512399999999999,0.0010662,0.0017957,0.13574,7.628999999999999e-06,0.0003748,0.04054,0.0009289,4.668,0.013985,0.0,2,3
21600000000.0,0.003044,0.13574,0.1512399999999999,0.00107,0.0018018,0.13574,5.722e-06,0.0003748,0.0350199999999999,0.0004292,4.586,0.013829,0.0,2,3
21900000000.0,0.002604,0.13574,0.1512399999999999,0.0010844,0.0018154,0.13574,2.2891e-05,0.0003748,0.0258499999999999,0.0027161,4.83,0.01482,0.0,2,3
22200000000.0,0.0026699999999999,0.13574,0.1512399999999999,0.0010929,0.0018242,0.13574,1.1444e-05,0.0003748,0.02702,0.0014992,4.668,0.0138889999999999,0.0,2,3
22500000000.0,0.002796,0.13574,0.1512399999999999,0.0011015,0.0018322,0.13574,9.536e-06,0.0003748,0.04346,0.0012141,4.327999999999999,0.012478,0.0,2,3
22800000000.0,0.002729,0.13574,0.1512399999999999,0.0011091,0.0018401,0.13574,7.628999999999999e-06,0.0003748,0.06756,0.0010004,4.666,0.013878,0.0,2,3
23100000000.0,0.002549,0.13574,0.1512399999999999,0.0011158,0.0018471,0.13574,5.722e-06,0.0003748,0.02971,0.0004998,4.667,0.014077,0.0,2,3
23400000000.0,0.00268,0.13574,0.1512399999999999,0.0011234,0.001854,0.13574,8.582999999999999e-06,0.0003748,0.03565,0.0010004,4.798,0.014319,0.0,2,3
23700000000.0,0.002621,0.13574,0.1512399999999999,0.0011301,0.001861,0.13574,1.1444e-05,0.0003748,0.026659,0.0011426,4.82,0.014374,0.0,2,3
24000000000.0,0.0027159999999999,0.13574,0.1512399999999999,0.0011339,0.0018641,0.13574,1.6208e-05,0.0003748,0.02966,0.0020004,4.837,0.0142049999999999,0.0,2,3
24300000000.0,0.002571,0.13574,0.1512399999999999,0.0011386,0.0018690999999999,0.13574,1.5258e-05,0.0003748,0.03029,0.0021438,4.468,0.013234,0.0,2,3
24600000000.0,0.0024549999999999,0.13574,0.1512399999999999,0.0011454,0.0018761,0.13574,5.722e-06,0.0003748,0.025561,0.0004292,4.454000000000001,0.013426,0.0,2,3
24900000000.0,0.002306,0.13574,0.1512399999999999,0.0011511,0.001883,0.13574,9.537e-06,0.0003748,0.03458,0.0013576,4.423,0.013304,0.0,2,3
25200000000.0,0.002354,0.13574,0.1512399999999999,0.0011587,0.0018899,0.13574,1.049e-05,0.0003748,0.04767,0.0017148,4.689,0.0140139999999999,0.0,2,3
25500000000.0,0.0021512,0.13574,0.1512399999999999,0.0011635,0.0018939,0.13574,5.722e-06,0.0003748,0.02434,0.0003577,4.97,0.015234,0.0,2,3
25800000000.0,0.002487,0.13574,0.1512399999999999,0.0011681999999999,0.001899,0.13574,8.582999999999999e-06,0.0003748,0.03073,0.0007859,4.756,0.013889,0.0,2,3
26100000000.0,0.0021665,0.13574,0.1512399999999999,0.001174,0.001905,0.13574,6.676e-06,0.0003748,0.02852,0.0006428,4.909000000000001,0.015034,0.0,2,3
26400000000.0,0.002336,0.13574,0.1512399999999999,0.0011768,0.0019069,0.13574,1.6208e-05,0.0003748,0.02882,0.0025007,4.904,0.014502,0.0,2,3
26700000000.0,0.0021757,0.13574,0.1512399999999999,0.0011845,0.0019158,0.13574,8.582999999999999e-06,0.0003748,0.02567,0.0013576,4.667,0.013619,0.0,2,3
27000000000.0,0.0021533999999999,0.13574,0.1512399999999999,0.0011863,0.0019169999999999,0.13574,1.0491e-05,0.0003748,0.02268,0.0012855,4.756,0.014349,0.0,2,3
27300000000.0,0.0020188,0.13574,0.1512399999999999,0.0011883,0.0019182,0.13574,7.628999999999999e-06,0.0003748,0.03542,0.001072,4.914,0.0152179999999999,0.0,2,3
27600000000.0,0.0022145999999999,0.13574,0.1512399999999999,0.001195,0.0019251,0.13574,1.2398e-05,0.0003748,0.05508,0.0014287,4.897,0.014808,0.0,2,3
27900000000.0,0.002132,0.13574,0.1512399999999999,0.0012006,0.001932,0.13574,9.537e-06,0.0003748,0.017757,0.0016441,4.917,0.0152,0.0,2,3
28200000000.0,0.00255,0.13574,0.1512399999999999,0.0012112,0.0019409,0.13574,5.722e-06,0.0003748,0.03125,0.00028613,4.622,0.013642,0.0,2,3
28500000000.0,0.0021117,0.13574,0.1512399999999999,0.0012074,0.001938,0.13574,5.722e-06,0.0003748,0.0235119999999999,0.0004292,4.7,0.013403,0.0,2,3
28800000000.0,0.002163,0.13574,0.1512399999999999,0.0012016,0.0019310999999999,0.13574,8.582999999999999e-06,0.0003748,0.02608,0.0011426,4.888,0.014714,0.0,2,3
29100000000.0,0.0020766,0.13574,0.1512399999999999,0.0012036,0.0019342,0.13574,1.5261e-05,0.0003748,0.020509,0.0032161,4.792999999999999,0.014799,0.0,2,3
29400000000.0,0.0021460999999999,0.13574,0.1512399999999999,0.0012083,0.0019391999999999,0.13574,9.537e-06,0.0003748,0.0273899999999999,0.0012866,4.96,0.0155959999999999,0.0,2,3
29700000000.0,0.002231,0.13574,0.1512399999999999,0.0012112,0.0019413,0.13574,8.582999999999999e-06,0.0003748,0.03363,0.0012866,4.708,0.014352,0.0,2,3
30000000000.0,0.0020177,0.13574,0.1512399999999999,0.0012112,0.0019395999999999,0.13574,8.582999999999999e-06,0.0003748,0.0338,0.00100043,5.066,0.015649,0.0,2,3
30300000000.0,0.0019441,0.13574,0.1512399999999999,0.0012178,0.0019485,0.13574,9.537e-06,0.0003748,0.022843,0.0012151,4.949,0.0152629999999999,0.0,2,3
30600000000.0,0.0020007,0.13574,0.1512399999999999,0.0012235,0.0019544,0.13574,8.582999999999999e-06,0.0003748,0.05667,0.0010719,4.62,0.013901,0.0,2,3
30900000000.0,0.0018597,0.13574,0.1512399999999999,0.0012321,0.0019611999999999,0.13574,7.628999999999999e-06,0.0003748,0.02284,0.0007143,4.82,0.015004,0.0,2,3
31200000000.0,0.0020992,0.13574,0.1512399999999999,0.0012369,0.0019672,0.13574,4.768e-06,0.0003748,0.0249199999999999,0.0003577,4.811999999999999,0.014922,0.0,2,3
31500000000.0,0.001962,0.13574,0.1512399999999999,0.0012427,0.0019732,0.13574,1.2397e-05,0.0003748,0.018902,0.0017148,4.72,0.0144889999999999,0.0,2,3
31800000000.0,0.0019044,0.13574,0.1512399999999999,0.0012465,0.0019762,0.13574,4.768e-06,0.0003748,0.0337,0.00021463,5.013,0.016007,0.0,2,3
32100000000.0,0.0020649,0.13574,0.1512399999999999,0.0012464,0.0019774,0.13574,9.537e-06,0.0003748,0.04149,0.0009279,5.026,0.015589,0.0,2,3
32400000000.0,0.0020181,0.13574,0.1512399999999999,0.0012503,0.0019795,0.13574,7.63e-06,0.0003748,0.04419,0.0007859,5.177,0.016342,0.0,2,3
32700000000.0,0.0019424,0.13574,0.1512399999999999,0.001234,0.0019645,0.13574,1.1444e-05,0.0003748,0.0291,0.0020011,4.772,0.014684,0.0,2,3
33000000000.0,0.001921,0.13574,0.1512399999999999,0.001236,0.0019665,0.13574,7.628999999999999e-06,0.0003748,0.025009,0.0006428,5.098,0.016779,0.0,2,3
33300000000.0,0.0018234,0.13574,0.1512399999999999,0.0012427,0.0019724,0.1358599999999999,6.676e-06,0.0003748,0.02692,0.0008564,5.239,0.016728,0.0,2,3
33600000000.0,0.0019529999999999,0.13574,0.1512399999999999,0.0012436,0.0019735,0.13574,1.049e-05,0.0003748,0.02856,0.0019293,5.081,0.015701,0.0,2,3
33900000000.0,0.0018148,0.13574,0.1512399999999999,0.0012483,0.0019784,0.13574,1.9075e-05,0.0003748,0.02097,0.0034297,5.104,0.016232,0.0,2,3
34200000000.0,0.0018969,0.13574,0.1512399999999999,0.0012465,0.0019767,0.13574,9.537e-06,0.0003748,0.02063,0.0015716999999999,5.123,0.01625,0.0,2,3
34500000000.0,0.0019064,0.13574,0.1512399999999999,0.001255,0.0019845,0.13574,6.676e-06,0.0003748,0.03062,0.0006428,4.8870000000000005,0.015151,0.0,2,3
34800000000.0,0.0020099,0.13574,0.1512399999999999,0.0012579,0.0019876,0.13574,2.2891e-05,0.0003748,0.04303,0.0047155999999999,5.039,0.015543,0.0,2,3
35100000000.0,0.0019188,0.13574,0.1512399999999999,0.0012588,0.0019878,0.13574,6.676e-06,0.0003748,0.0256,0.0007144,4.954000000000001,0.015112,0.0,2,3
35400000000.0,0.0018473,0.13574,0.1512399999999999,0.0012655,0.0019947,0.13574,9.537e-06,0.0003748,0.03191,0.0010005,4.7620000000000005,0.015066,0.0,2,3
35700000000.0,0.0017737999999999,0.13574,0.1512399999999999,0.0012636,0.0019939,0.13574,5.722e-06,0.0003748,0.02716,0.0002862,4.949999999999999,0.015966,0.0,2,3
36000000000.0,0.0019062,0.13574,0.1512399999999999,0.0012674,0.0019969,0.13574,5.722e-06,0.0003748,0.0368,0.0005007,4.6240000000000006,0.014309,0.0,2,3
36300000000.0,0.0017538,0.13574,0.1512399999999999,0.0012721999999999,0.0020019,0.13574,1.2398e-05,0.0003756999999999,0.020504,0.0012860999999999,4.890000000000001,0.015261,0.0,2,3
36600000000.0,0.0019153999999999,0.13574,0.1512399999999999,0.0012749999999999,0.0020059,0.13574,7.628999999999999e-06,0.0003756999999999,0.02423,0.0009289,5.117,0.016401,0.0,2,3
36900000000.0,0.0018101,0.13574,0.1512399999999999,0.0012813999999999,0.0020109,0.13574,1.1444e-05,0.0003756999999999,0.055893,0.0017148,4.9,0.015866,0.0,2,3
37200000000.0,0.0019461,0.13574,0.1512399999999999,0.0012835,0.0020139,0.13574,4.768e-06,0.0003756999999999,0.02139,0.0002862,5.25,0.016639,0.0,2,3
37500000000.0,0.0017756999999999,0.13574,0.1512399999999999,0.0012864999999999,0.002017,0.13574,1.2398e-05,0.0003756999999999,0.029613,0.0017866,5.399,0.017095,0.0,2,3
37800000000.0,0.0018664,0.13574,0.1512399999999999,0.0012953,0.0020247999999999,0.13574,9.537e-06,0.0003756999999999,0.02103,0.0016427,4.923,0.015576,0.0,2,3
38100000000.0,0.0017433,0.13574,0.1512399999999999,0.0013031,0.0020346,0.13574,5.722e-06,0.0003756999999999,0.02312,0.0006428,5.12,0.016408,0.0,2,3
38400000000.0,0.0019244,0.13574,0.1512399999999999,0.0013119,0.0020423999999999,0.13574,8.583e-06,0.0003756999999999,0.047643,0.00135753,4.694,0.014211,0.0,2,3
38700000000.0,0.0017614,0.13574,0.1512399999999999,0.0013187,0.0020482,0.13574,5.722e-06,0.0003756999999999,0.018097,0.0004292,5.082,0.015882,0.0,2,3
39000000000.0,0.0020889999999999,0.13574,0.1512399999999999,0.0013174999999999,0.002048,0.13574,8.582999999999999e-06,0.0003756999999999,0.05316,0.0010005,5.18,0.015737,0.0,2,3
39300000000.0,0.0019015999999999,0.13574,0.1512399999999999,0.0013203,0.0020478,0.13574,8.582999999999999e-06,0.0003756999999999,0.02459,0.0011435,5.158,0.0159319999999999,0.0,2,3
39600000000.0,0.0018983,0.13574,0.1512399999999999,0.0013272,0.0020547,0.13574,1.3351e-05,0.0003767,0.023333,0.0016432999999999,5.45,0.0172529999999999,0.0,2,3
39900000000.0,0.0019734,0.13574,0.1512399999999999,0.0013293,0.0020597,0.13574,8.582999999999999e-06,0.0003767,0.05644,0.0015717,4.856,0.014609,0.0,2,3
40200000000.0,0.0019795999999999,0.13574,0.1512399999999999,0.0013291,0.0020586,0.13574,5.722e-06,0.0003767,0.017319,0.0003577,4.827,0.014562,0.0,2,3
40500000000.0,0.0018224,0.13574,0.1512399999999999,0.0013189999999999,0.0020495,0.13574,1.2397e-05,0.0003767,0.02675,0.0015002,5.050000000000001,0.015883,0.0,2,3
40800000000.0,0.0022126,0.13574,0.1512399999999999,0.0013249,0.0020545,0.13574,6.676e-06,0.0003767,0.03813,0.0006428,4.836,0.015011,0.0,2,3
41100000000.0,0.0020109,0.13574,0.1512399999999999,0.0013309,0.0020594,0.13574,8.582999999999999e-06,0.0003767,0.024341,0.0012151,4.894,0.015208,0.0,2,3
41400000000.0,0.002243,0.13574,0.1512399999999999,0.0013338999999999,0.0020644,0.13574,6.676e-06,0.0003767,0.05588,0.0004998,4.541,0.013483,0.0,2,3
41700000000.0,0.0020020999999999,0.13574,0.1512399999999999,0.0013409,0.0020694,0.13574,7.628999999999999e-06,0.0003767,0.03066,0.0007143,5.087,0.016354,0.0,2,3
42000000000.0,0.0021479999999999,0.13574,0.1512399999999999,0.0013468,0.0020762999999999,0.13574,7.628999999999999e-06,0.0003767,0.04452,0.0007143,4.904,0.01512,0.0,2,3
42300000000.0,0.0018825,0.13574,0.1512399999999999,0.0013537999999999,0.0020813,0.13574,9.537e-06,0.0003767,0.02146,0.0010004,5.174,0.016306,0.0,2,3
42600000000.0,0.002182,0.13574,0.1512399999999999,0.0013568,0.0020863,0.13574,5.722e-06,0.0003767,0.058727,0.00021463,5.118,0.015721,0.0,2,3
42900000000.0,0.002117,0.13574,0.1512399999999999,0.0013599,0.0020884,0.13574,5.722e-06,0.0003767,0.0394599999999999,0.0004292,4.99,0.015431,0.0,2,3
43200000000.0,0.0020829999999999,0.13574,0.1512399999999999,0.0013677,0.0020982,0.13574,5.722e-06,0.0003767,0.0266599999999999,0.0007144,5.156000000000001,0.016431,0.0,2,3
43500000000.0,0.002199,0.13574,0.1512399999999999,0.0013709,0.0020984,0.13574,7.63e-06,0.0003767,0.023191,0.0005713,4.838,0.014979,0.0,2,3
43800000000.0,0.002184,0.13574,0.1512399999999999,0.001371,0.0021005,0.13574,3.814e-06,0.0003767,0.03461,0.00021463,4.721,0.014552,0.0,2,3
44100000000.0,0.002088,0.13574,0.1512399999999999,0.0013741,0.0021036,0.13574,8.582999999999999e-06,0.0003767,0.01918,0.001072,4.69,0.014456,0.0,2,3
44400000000.0,0.002271,0.13574,0.1512399999999999,0.0013801,0.0021076,0.13574,1.4305e-05,0.0003767,0.03583,0.0021418,4.693,0.01424,0.0,2,3
44700000000.0,0.002262,0.13574,0.1512399999999999,0.001386,0.0021165,0.13574,6.676e-06,0.0003767,0.026052,0.0004998,4.654,0.014324,0.0,2,3
45000000000.0,0.002167,0.13574,0.1512399999999999,0.0013882,0.0021186,0.13574,5.722e-06,0.0003767,0.043849,0.0003577,4.985,0.015625,0.0,2,3
45300000000.0,0.002101,0.13574,0.1512399999999999,0.0013942,0.0021217,0.13574,7.628999999999999e-06,0.0003748,0.02675,0.0007859,4.43,0.013491,0.0,2,3
45600000000.0,0.002186,0.13574,0.1512399999999999,0.0014001,0.0021295999999999,0.13574,5.722e-06,0.0003729,0.03032,0.00071433,4.646,0.014531,0.0,2,3
45900000000.0,0.002235,0.13574,0.1512399999999999,0.0014031999999999,0.0021337,0.13574,1.049e-05,0.0003729,0.0392799999999999,0.0015011,4.353,0.0130769999999999,0.0,2,3
46200000000.0,0.0023299999999999,0.13574,0.1512399999999999,0.0014093,0.0021397,0.13574,2.289e-05,0.0003729,0.02504,0.004712,4.823,0.014626,0.0,2,3
46500000000.0,0.0020911,0.13574,0.1512399999999999,0.0014125,0.002143,0.13574,8.582999999999999e-06,0.0003729,0.0310379999999999,0.0010005,4.934,0.014988,0.0,2,3
